text,sentiment
MUY BUENO!!! UNA POSIBLE SOLUCIÓN AL DÉFICIT DE CANAL 9 ;-) RT @vicentecampos6 @Tonicanto1  http://t.co/h8eNxqBJ”,2
"#elcambioandaluz, palabras mayores ;-)))) http://t.co/x9wlqcFl",2
Tengo un vecino nuevo en mi casa de Madrid!!!,2
Un abrazo a las hermandades de todas las ciudades. Que vivan la Semana Santa con la pasion que le debemos a ... http://t.co/KnlGKu4l,2
"Javier Espinosa está en Líbano en perfecto estado, según @pedroj_ramirez vía tuit. Añade que los periodistas franceses,parece,siguen en Homs",2
"Si te ataca la derechona, y la paleoizquierda te da clases de superioridad moral, no lo dudes, eres de  @UPyD",2
"El Día Internacional de la Mujer no es una fiesta, es para reivindicar y persistir. Igual naturaleza, igual derecho en todos los países.",2
#FF a @German_Temprano : sonrisas inteligentes cada día.,2
Hubo de todo; y bueno :)) @EDCHrne: Los mejores sonidos del Sorteo de la Lotería de Navidad en RNE http://t.co/bAJ5p2Js vía @rtve,2
Os dejo una foto con mi primo @gonzalococa que hoy es su cumple! A ver si se invita a algo!! :P http://t.co/Xlw6MCKe,2
"Diego Valderas, digno candidato a la Presidencia del Gobierno de Andalucía. Enhorabuena por el debate compañero. #25M",2
Vamos avanzando.“@antonio_cano_: Romney admite que paga pocos impuestos De ganar seria el mas rico Presidente.Paga15%.http://t.co/i3sGtOo,2
Gracias a tod@s por seguirme en este debate. La palabra y el contraste dignifica a quienes se deciden a aceptar encuentros como éste,2
#FF para @Flofdez por cumplir 15 años en la tele sin perder su gran talento ni su entusiasmo (ni su cara de pan de hogaza ;),2
"Bueno, pues la de Junta de Andalucia anuncia ahora q en lugar del Parque de los Cuentos va a crear un Instituto del Patriminio Mundial....",2
“@Merchiaguiada: Ya tengo tu libro. Mañana empezaré con el. Estoy deseando leerlo.” Otra que lo ha encontrado?!?! Cómo lo hacéis?!?!,2
gracias Ismael “@Ismael_villalob:  muchas felicidades Presidente!”,2
"Y la q defrauda mas... .@PepeGrinan: ""somos la CCAA con mayor número de becas, la que mejor sanidad tiene y la que más dependientes atiende""",2
"gracias Joaquín, merecía la pena, y mucho “@joaquinrecio: que cracks!!! gran causa la vuestra!! seguid así!”",2
"Con mi amigo Arath, 11 años y ya es un maravilloso compositor! http://t.co/oSIA4Tu0",2
BUENAS NOCHES!!! OS QUIERO FAMILIA!!! #twitteroff,2
"“@Adri_aps: @Carlos_Latre Los Pecos trending topic mundial, enhorabuena! jaja” @AngelLlacer PECOS FOREVER!!!;)",2
Sin duda buen gesto y síntoma. Que cunda el ejemplo @Alejandro_vara @itxudiaz @fdofrances @cultrun,2
Hoy nos acompaña @AlfonsoAlonsoPP en Carmona donde celebramos el Comité de Dirección del @GPPopular. Podéis seguirlo en javierarenas.es,2
"No necesito DIA de reflexión,tengo claro que votare a @UPyD",2
Y mañana a las 8 de la mañana avioncito para ver desfilar a mi niña @jessica_bueno90  poquitas horas para verte! Te amo,2
"Vinieron desde Cáceres, cosa que agradezco y a cambio les enseñe Olivenza. Ellos a mi me han aportado visiones muy positivas y realistas.",2
"Hoy nos espera @EDCHrne encuentro de mujeres con Josefina Molina, Asunción Valdes y Rosario Heras. Además viene Erik el Belga",2
"Hoy,con Magnús Scheving( SPORTACUS EN LAZY TOWN)UN fenómeno q ha vendido su serie infantil a + d 100 paises! http://t.co/DmNRDUIs",2
#losdesayunosdetve cierran el año 2011 líderes en su franja mes a mes. Gracias a todos....,2
El #gobiernodelcambio despolitizará la Educación en #Andalucía porque los colegios están para que los niños y adolescentes aprendan #25M,2
:-)))))) RT @arturomoranIV: @mariviromero si Dani alves!!!!,2
"Antes de desmontar la estantería q acabo de montar, el congreso del PSC ha sido un triunfo total de C. Chacón (o sea, de su candidato)",2
"Gracias a @CeciliaMCano, Ana, @JJcuellarRuiz y @Maribel_Morera por su ayuda estos días en #38CongresoPSOE",2
@passion4english Gracias por la info  Lo bueno sería saber si aceptan libros en inglés.,2
Me llama un amigo de Bilbao y me radia medio partido. Aviso para los demás: Tengo televisión!,2
"A las 3 en @A3noticias, la amable despedida entre Rajoy y Zapatero… La Moncloa no tendrá inquilino durante 24 horas",2
"El almacén nuclear se acerca a Zarra, Zapatero quiere a Madina como sucesor y artículo de Olli Rehn.http://t.co/rvR1p58r#portadaEPC",2
"El Consejo de Ministros ha aprobado 11 nombramientos. La mayoría gente cercana a Rajoy como Moragas, Martínez Castro, Nadal, Ayllón, Lasalle",2
Buenos días. Preparándome la clase d hoy: análisis d una economía abierta o cuando el exterior influye dentro y viceversa. Con inflación.,2
Solidaridad con la periodista Pepa Romero d Intereconomía pateada mientras hacía su trabajo en Valencia. La libertad d expresión es sagrada.,2
"“@marinitaMF: @Edurnity Ojo, que yo me apellido ""Molas"", tal cual! y no es broma.”en serio?? Como Mola!! Jajjaja",2
@sanchez_sonia menos mal que has especificado!!!! ;-),2
Besos a todos los que estan en este momento en #fyt06 ... imposible estar en @cacmalaga con vosotros . q disfruteis,2
"@SSantiagosegura mu raruno, amiguete...t lo digo yo q estuve estudiándolo y casi me da algo!!;) Spacey increible, verdad!! Con cuelgue y tó!",2
"#yotampocoviviporencimadelasposibilidades. Entre lo más enviado de EL PAIS, una carta al director cruda y real. - http://t.co/vm4zTqQO",2
Gracias a todas por hacernos mejores seres humanos.,2
Campaña de EL PERIÓDICO para regularizar los #CIE y nuevos datos de las negociaciones PP-CiU.http://t.co/1HGOKj5r#portadaEPC #ePeriódico,2
"Siete retos para construir un departamento de medios sociales en una redacción, según @esthervargasc http://t.co/JsxRqC79 #periodismo",2
Muchas gracias por vuestros comentarios durante el programa de hoy en @Mundoacuestas #VEOTV :-),2
"El Athletic, una vez más, haciendo historia junto a la mejor afición del mundo. Aúpa  Athletic !!!",2
que suerte! “@TrasgodeGaceta: @diazvillanueva Tus pecados te son perdonados. Vete en paz”,2
RT @Yayyomejia: Quiero mis boletos para @paurubio. En la arena mexico asi que vayan a comprarlos !!! Un beso hermosa !!!,2
¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa,2
"Buenas noches a todos, que descaséis, a lavar los piños y ¨pa¨ la cama! Muaaaaaaak",2
"Con los alumnos de la Facultad de políticas de la universidad de Granada: preguntas interesantes, gente con compromiso sicial",2
RT @los30tuiteros: foto habitual en ranking @Cepeda d @PSOE y 1 gran promesa 2.0 @idiazayuso dl @PPopular #iesecampañas http://t.co/ZnhyM44d,2
“@Isa_Rendon: @David_Busta porfavooor!! hazme saber q lees los tweets de tus fans mexicanas!! te mando un besoo!”POR SUPUESTO!;-),2
Enhorabuena “@DominguezGP: Ya está aquí mi nuevo 'juguete'! Cortesía de @pedroj_ramirez y Orbyt (qué invento!!). http://t.co/VOd902Ef”,2
"Lo demás sí, el fútbol no “@irulegui1: insisto en mi pregunta,¿En la oferta de los 99€ se incluye el fútbol gratis? Lo mejor para el 2012.”",2
"#nomeolvido d q si falta dinero no es x que haya mucho político mangante, es porque l@s currantes cobran mucho y producen poco #20N",2
"Con Mariano Rajoy como Presidente del Gobierno, comienza una nueva etapa en España. Un gran Presidente en un momento de tantas dificultades",2
Acabo de llegar a 1000 followers. Gracias por tanta paciencia ;),2
Yo he hecho mi aportación a este mundo creando junto a mi mujer una preciosa! Así que también lo celebro junto a vosotras!!! Jajaja,2
"La Costa activa la oferta de lujo para atraer a un turismo de elite de Rusia, Golfo Pérsico y EE UU. http://t.co/QZX3di1C",2
Me quedan 7 horas para dormir... Hasta mañana!!! Os quiero!!!,2
Asi es RT @esperanzaona: El campamento Benítez será un gran parque metropolitano gracias a Rajoy q cede el terreno. PSOE siempre se negó.,2
Para echarse a temblar. A Rajoy le esperan los 100 primeros días de gobierno más dramáticos de la democracia http://t.co/p9Soyc8r #20N,2
"“@formulatv: La productora británica @_zigzagtv compra 'Ransom', el reality gameshow creado por @ristomejide: http://t.co/tWbUoV4O” Ouyeah.",2
"RT @civinova: @mariviromero  2ª Curso ""Experto en Comunicación y #PeriodismoCultural en escenarios 2.0"" http://t.co/pNDCAf89 RT Gracias!!",2
La heredera en la sombra del imperio Zara http://t.co/hVyUUwYQ,2
"Me entusiasma ver como mi provincia, Cádiz, se ha convertido en el centro de la vida política #vivalapepa",2
Qué afición de todos los equipos de gobierno por cubrir plantillas con  amigos dóciles antes que con profesionales...,2
RT @EsperanzAguirre: Nunca se ha convocado una huelga general con menos motivos y con más intencionalidad política.,2
"Esperanza Aguirre desata su liberalismo y su centralismo. Plantea que las comunidades devuelvan al Estado Sanidad, Educación y Justicia.",2
¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ▸ Historias del día por @avaloncine @rentrakspain @accioncine,2
"Termina la reunión Rajoy/Rubalcaba. Cuatro horas. Y eso que, a priori, se decía que iba a ser una comida breve. Buena señal.",2
"Y recordad: No somos telesucesos, si quiere información con criterio, el @TelediarioInter 20:30 es su Telediario",2
Hay q verlo RT @onginformacion: Para empezar 2012 con una sonrisa y con mucho LVE http://t.co/xL3d9J64,2
"Errekondo (Amaiur) en #Congreso: ""Todos tendremos que trabajar en el reconocimiento de las víctimas por todos los agentes implicados""",2
"Mi artículo de hoy viernes en LA GACETA, sobre Blanco: ""Sonrisa profidén"" | Intereconomía | 731333 http://t.co/SYrgxt0V vía @intereconomia",2
Uno de los desafíos del periodismo. Encontrar su sitio para no perder la vigilancia del poder via @Clarin_com http://t.co/vgpQHJvs,2
#lachispadelavida Se estrena este viernes!Peliculon!#teniaquedecirlo,2
"La Caja Mágica opta por el modelo recaudatorio y olvida su papel en el deporte base. 500 chavales de Villaverde y San Fermín, sin pistas.",2
“@andreabalbin: El pescadero que viene a Potes nos avisa de su llegada con canciones de @David_Busta desde hace 10 años.”GRAN HOMBRE!jajaja,2
Holaa ya viernes.Con Pilar Urbano como invitada. Y el gran @JostoMaffeo .Antes @LeticiaIG y @t5rf .¡ Que disfruteis de la buena información!,2
"El nuevo hospital para Cádiz se prometió en 2003, hoy en 2012  sigue el terreno baldío, este será el 1º compromiso del gobierno del cambio.",2
RT @_JAFET: OMG D: #MeVoy @paurubio Feat @EspinozaOficial Se encuentra en el Lugar 2 del Top Pop (cont) http://t.co/7ofT6bl2,2
Y paseando en cualquier calle.“@Belxab: La modelo XL que triunfa en Gran Bretaña - http://t.co/YhCwRthl - @julia_otero”,2
"Hace 200 años,un día como hoy,los españoles dieron ejemplo de q la libertad,esfuerzo y sacrificio son los valores para que prospere un país",2
¡Lo mejor de mi timeline está disponible! http://t.co/0l0HzKDb ▸ Historias del día por @sindicatostar @elena_de_miguel @antonioperal,2
No es un cuadro costumbrista.... Es el mejor equipo du mundo.  Es el equipazo de #losdesayunosdetve !!!!! http://t.co/oItbm6Gx,2
Entra a http://t.co/2RXQnIaH y ayudanos a combatir la trata. Miles de niños te lo agradecerán. #PAZ,2
«Era un reto para mí poder ganarle a Jesús Vázquez» http://t.co/1wippNWP vía @lavozdegalicia,2
"Como comprenderéis, abrumado por el cariño d mis amigos y d todos vosotros!!!;) GRACIAS D CORAZÓN!!;)",2
Felices fiestas a todos y al que sea de Papá Noel que le traiga muchas cosas y el que sea de los Reyes que se espere. Besos y abrazos,2
"Inmenso reconocimiento al PSOE d Andalucía,a sus dirigentes y militancia Infinito agradecimiento a los andaluces @PepeGrinan #PSOEAndalucia",2
Sé que a esta hora es el partido de despedida a Palermo. Me sumo desde Manchester al homenaje. Grande Martín!!,2
El regalo de estas Navidades! http://t.co/ZI5c4fnw,2
. @eliasbendodo @javierarenas_pp @marianorajoy ;-)) #malaga #elcambioandaluz http://t.co/RW211ciJ,2
A verla de nuevo. Me encana (watching Days of Wine and Roses) http://t.co/jJPl4Yln,2
Me encanta la nueva web de @JavierArenas_PP ;-))  javierarenas.es http://t.co/XThfc4ZZ,2
Feliz d reencontrarme con @Fernandogcalero .Hoy hablamos con Paula Farías de @MSF_espana d mujer en el mundo. Mil mueren al día por el parto,2
"Creo que Cristiano ha marcado un golazo, ¿lo habéis visto alguien?",2
¡Noticias descombacantes! está disponible! http://t.co/GtjLld7K,2
"RT @RM_Team  El episodio de #Glee ""The Spanish Teacher"" sale al aire este 7 de Feb, 8pm EST en FOX! No C lo pierdan! http://t.co/l9U1nMNJ",2
"RT Ejemplar Clemente, ¡Nivelón! “@quediario: ""Algún día le diré a tu hijo que su padre era un sinvergüenza"": http://t.co/bJaakhta”",2
"Xq reforzar el euro como se pretende hoy, mantendría el 3% d déficit maximo aceptable y aquí hemos impuesto un equilibrio constitucional?",2
"En este primer día de 2012, el #euro cumple diez años y lucha desesperadamente por cumplir más    http://t.co/T8rRMeFx",2
Arenas sitúa la Educación entre las reformas del primer mes y medio. http://t.co/jM4o4QDm,2
Nuevo Consejo de Ministros y nuevas medidas para ajustar el deficit,2
"Ya se donde comprar muchos libros interesantes. Pero, sabe alguien donde comprar tiempo para leerlos?:))",2
"Alonso, PP, ""el Gobierno no tiene intención de despedir empleados públicos pero va a eliminar duplicidades"" #congreso",2
"Los Mtros ocupan sus escaños según orden de creación de los Ministerios. Tras Rajoy y Soraya, Gallardón, Morenés, Montoro, Ana Pastor....",2
Mi #FF a mi admirada @mjguemes. Eres grande amiga!!! Un beso fuerte.,2
"Por cierto, en un debate en @cextremadura disfruté con la profesionalidad de #Indira y el equipo que tiene @beamaesso http://t.co/g84mXXMq",2
@sanchez_sonia @juanfradelgado pues cuando llegues a Madrid vas a encontrar tiempo mas propio de Bruselas :-),2
"Siguiendo a @AlfonsoAlonsoPP ;-)) ademas de un gran político, es una gran persona y eso es lo que mas me importa ;-))",2
Compañer@s explican por qué 'Público' es necesario: @latule @pflis @javisalas @haciendoelpino @eduardomuriel... #porquePúblicohacefalta,2
enough this week.... buen fin de semana!!!!1111........,2
"Trabajar con @JulioReyesMusic y @noelschajris es como trabajar con los Muppets, estan todo el tiempo riendo, ... http://t.co/TELIQyx2",2
";-)) RT @minipunk: @mariviromero @esperanzaona 5 mujeres y 4 hombres, me gusta ;)",2
"RT @pasedeprensa: He publicado 15 fotos en Facebook en el álbum ""17 de diciembre de 2011"". http://t.co/PdLz8Hft",2
Enhorabuena !!! RT @Leopolnidas: @mariviromero http://t.co/3JTd4UI6. Espero que te guste este proyecto! Un saludo!,2
Ya está mentando a la familia. Justicia igual para todos. Bien #Rey,2
"#ff para @VD_Dominguez , porque si el domingo lo eligimos diputado ayudaremos a romper la mayoria absoluta del PP desde Alicante @iunida",2
Me encantan estas dos!!! http://t.co/ECKc7qTO,2
Lectura imprescindible: Predicciones para el periodismo en 2012 http://t.co/oSea08yD @niemanlab,2
"Aquí estamos, terminada la San Silvestre 2011!!! Feliz Año Nuevo al todos!!!!! http://t.co/WnnS7gog",2
"#rebélate @iunida @cayo_lara: ""La abstención favorece a las políticas bipartidistas, que han generado, de alguna manera esta situación"".",2
A acompañar a votar a @eliasbendodo ;-)) #elcambioandaluz (@ Ave Maria w/ 2 others) [pic]: http://t.co/7ozYIA1O,2
El largo camino a la aceptación de los mercados emergentes http://t.co/4ptdRUBH,2
